ASSET,ISO_DATE,SOURCE_DATE_RAW,IBIT,FBTC,BITB,ARKB,BTCO,EZBC,BRRR,HODL,BTCW,MSBT,GBTC,BTC,Total
BTC,2025-12-26,26 Dec 2025,0,0,0,0,0,0,0,0,0,0,-82.1,0,-82.1
BTC,2025-12-29,29 Dec 2025,0,0,0,0,0,0,0,0,0,0,-83.7,0,-83.7
BTC,2025-12-30,30 Dec 2025,0,0,0,0,0,0,0,0,0,0,-83.7,0,-83.7
BTC,2025-12-31,31 Dec 2025,0,0,0,0,0,0,0,0,0,0,-83.7,0,-83.7
BTC,2026-01-01,01 Jan 2026,0,0,0,0,0,0,0,0,0,0,-83.7,0,-83.7
BTC,2026-01-02,02 Jan 2026,0,0,0,0,0,0,0,0,0,0,-83.7,0,-83.7
BTC,2026-01-05,05 Jan 2026,0,0,0,0,0,0,0,0,0,0,-84.5,0,-84.5
BTC,2026-01-06,06 Jan 2026,0,0,0,0,0,0,0,0,0,0,-84.5,0,-84.5
BTC,2026-01-07,07 Jan 2026,0,0,0,0,0,0,0,0,0,0,-84.5,0,-84.5
BTC,2026-01-08,08 Jan 2026,0,0,0,0,0,0,0,0,0,0,-84.5,0,-84.5
BTC,2026-01-09,09 Jan 2026,0,0,0,0,0,0,0,0,0,0,-84.5,0,-84.5
BTC,2026-01-12,12 Jan 2026,0,0,0,0,0,0,0,0,0,0,-85.9,0,-85.9
BTC,2026-01-13,13 Jan 2026,0,0,0,0,0,0,0,0,0,0,-85.9,0,-85.9
BTC,2026-01-14,14 Jan 2026,0,0,0,0,0,0,0,0,0,0,-85.9,0,-85.9
BTC,2026-01-15,15 Jan 2026,0,0,0,0,0,0,0,0,0,0,-85.9,0,-85.9
BTC,2026-01-16,16 Jan 2026,0,0,0,0,0,0,0,0,0,0,-85.9,0,-85.9
BTC,2026-01-19,19 Jan 2026,0,0,0,0,0,0,0,0,0,0,-87.3,0,-87.3
BTC,2026-01-20,20 Jan 2026,0,0,0,0,0,0,0,0,0,0,-87.3,0,-87.3
BTC,2026-01-21,21 Jan 2026,0,0,0,0,0,0,0,0,0,0,-87.3,0,-87.3
BTC,2026-01-22,22 Jan 2026,0,0,0,0,0,0,0,0,0,0,-87.3,0,-87.3
BTC,2026-01-23,23 Jan 2026,0,0,0,0,0,0,0,0,0,0,-87.3,0,-87.3
BTC,2026-01-26,26 Jan 2026,0,0,0,0,0,0,0,0,0,0,-89.1,0,-89.1
BTC,2026-01-27,27 Jan 2026,0,0,0,0,0,0,0,0,0,0,-89.1,0,-89.1
BTC,2026-01-28,28 Jan 2026,0,0,0,0,0,0,0,0,0,0,-89.1,0,-89.1
BTC,2026-01-29,29 Jan 2026,0,0,0,0,0,0,0,0,0,0,-89.1,0,-89.1
BTC,2026-01-30,30 Jan 2026,0,0,0,0,0,0,0,0,0,0,-89.1,0,-89.1
BTC,2026-02-02,02 Feb 2026,0,0,0,0,0,0,0,0,0,0,-82.6,0,-82.6
BTC,2026-02-03,03 Feb 2026,0,0,0,0,0,0,0,0,0,0,-82.6,0,-82.6
BTC,2026-02-04,04 Feb 2026,0,0,0,0,0,0,0,0,0,0,-82.6,0,-82.6
BTC,2026-02-05,05 Feb 2026,0,0,0,0,0,0,0,0,0,0,-82.6,0,-82.6
BTC,2026-02-06,06 Feb 2026,0,0,0,0,0,0,0,0,0,0,-82.6,0,-82.6
BTC,2026-02-09,09 Feb 2026,0,0,0,0,0,0,0,0,0,0,-84.5,0,-84.5
BTC,2026-02-10,10 Feb 2026,0,0,0,0,0,0,0,0,0,0,-84.5,0,-84.5
BTC,2026-02-11,11 Feb 2026,0,0,0,0,0,0,0,0,0,0,-84.5,0,-84.5
BTC,2026-02-12,12 Feb 2026,0,0,0,0,0,0,0,0,0,0,-84.5,0,-84.5
BTC,2026-02-13,13 Feb 2026,0,0,0,0,0,0,0,0,0,0,-84.5,0,-84.5
BTC,2026-02-16,16 Feb 2026,0,0,0,0,0,0,0,0,0,0,-78.8,0,-78.8
BTC,2026-02-17,17 Feb 2026,0,0,0,0,0,0,0,0,0,0,-78.8,0,-78.8
BTC,2026-02-18,18 Feb 2026,0,0,0,0,0,0,0,0,0,0,-78.8,0,-78.8
BTC,2026-02-19,19 Feb 2026,0,0,0,0,0,0,0,0,0,0,-78.8,0,-78.8
BTC,2026-02-20,20 Feb 2026,0,0,0,0,0,0,0,0,0,0,-78.8,0,-78.8
BTC,2026-02-23,23 Feb 2026,0,0,0,0,0,0,0,0,0,0,-87.1,0,-87.1
BTC,2026-02-24,24 Feb 2026,0,0,0,0,0,0,0,0,0,0,-87.1,0,-87.1
BTC,2026-02-25,25 Feb 2026,0,0,0,0,0,0,0,0,0,0,-87.1,0,-87.1
BTC,2026-02-26,26 Feb 2026,0,0,0,0,0,0,0,0,0,0,-87.1,0,-87.1
BTC,2026-02-27,27 Feb 2026,0,0,0,0,0,0,0,0,0,0,-87.1,0,-87.1
BTC,2026-03-02,02 Mar 2026,0,0,0,0,0,0,0,0,0,0,-81.3,0,-81.3
BTC,2026-03-03,03 Mar 2026,0,0,0,0,0,0,0,0,0,0,-81.3,0,-81.3
BTC,2026-03-04,04 Mar 2026,0,0,0,0,0,0,0,0,0,0,-81.3,0,-81.3
BTC,2026-03-05,05 Mar 2026,0,0,0,0,0,0,0,0,0,0,-81.3,0,-81.3
BTC,2026-03-06,06 Mar 2026,0,0,0,0,0,0,0,0,0,0,-81.3,0,-81.3
BTC,2026-03-09,09 Mar 2026,0,0,0,0,0,0,0,0,0,0,-83.2,0,-83.2
BTC,2026-03-10,10 Mar 2026,0,0,0,0,0,0,0,0,0,0,-83.2,0,-83.2
BTC,2026-03-11,11 Mar 2026,0,0,0,0,0,0,0,0,0,0,-83.2,0,-83.2
BTC,2026-03-12,12 Mar 2026,0,0,0,0,0,0,0,0,0,0,-83.2,0,-83.2
BTC,2026-03-13,13 Mar 2026,0,0,0,0,0,0,0,0,0,0,-83.2,0,-83.2
BTC,2026-03-16,16 Mar 2026,0,0,0,0,0,0,0,0,0,0,-78.5,0,-78.5
BTC,2026-03-17,17 Mar 2026,0,0,0,0,0,0,0,0,0,0,-78.5,0,-78.5
BTC,2026-03-18,18 Mar 2026,0,0,0,0,0,0,0,0,0,0,-78.5,0,-78.5
BTC,2026-03-19,19 Mar 2026,0,0,0,0,0,0,0,0,0,0,-78.5,0,-78.5
BTC,2026-03-20,20 Mar 2026,0,0,0,0,0,0,0,0,0,0,-78.5,0,-78.5
BTC,2026-03-23,23 Mar 2026,0,0,0,0,0,0,0,0,0,0,-84.2,0,-84.2
BTC,2026-03-24,24 Mar 2026,0,0,0,0,0,0,0,0,0,0,-84.2,0,-84.2
BTC,2026-03-25,25 Mar 2026,0,0,0,0,0,0,0,0,0,0,-84.2,0,-84.2
BTC,2026-03-26,26 Mar 2026,0,0,0,0,0,0,0,0,0,0,-84.2,0,-84.2
BTC,2026-03-27,27 Mar 2026,0,0,0,0,0,0,0,0,0,0,-84.2,0,-84.2
BTC,2026-03-30,30 Mar 2026,0,0,0,0,0,0,0,0,0,0,-80.7,0,-80.7
BTC,2026-03-31,31 Mar 2026,0,0,0,0,0,0,0,0,0,0,-80.7,0,-80.7
BTC,2026-04-01,01 Apr 2026,0,0,0,0,0,0,0,0,0,0,-80.7,0,-80.7
BTC,2026-04-02,02 Apr 2026,0,0,0,0,0,0,0,0,0,0,-80.7,0,-80.7
BTC,2026-04-03,03 Apr 2026,0,0,0,0,0,0,0,0,0,0,-80.7,0,-80.7
BTC,2026-04-06,06 Apr 2026,0,0,0,0,0,0,0,0,0,0,-86.1,0,-86.1
BTC,2026-04-07,07 Apr 2026,0,0,0,0,0,0,0,0,0,0,-86.1,0,-86.1
BTC,2026-04-08,08 Apr 2026,0,0,0,0,0,0,0,0,0,0,-86.1,0,-86.1
BTC,2026-04-09,09 Apr 2026,0,0,0,0,0,0,0,0,0,0,-86.1,0,-86.1
BTC,2026-04-10,10 Apr 2026,0,0,0,0,0,0,0,0,0,0,-86.1,0,-86.1
BTC,2026-04-13,13 Apr 2026,0,0,0,0,0,0,0,0,0,0,-82.3,0,-82.3
BTC,2026-04-14,14 Apr 2026,0,0,0,0,0,0,0,0,0,0,-82.3,0,-82.3
BTC,2026-04-15,15 Apr 2026,0,0,0,0,0,0,0,0,0,0,-82.3,0,-82.3
BTC,2026-04-16,16 Apr 2026,0,0,0,0,0,0,0,0,0,0,-82.3,0,-82.3
BTC,2026-04-17,17 Apr 2026,0,0,0,0,0,0,0,0,0,0,-82.3,0,-82.3
BTC,2026-04-20,20 Apr 2026,0,0,0,0,0,0,0,0,0,0,-87.2,0,-87.2
BTC,2026-04-21,21 Apr 2026,0,0,0,0,0,0,0,0,0,0,-87.2,0,-87.2
BTC,2026-04-22,22 Apr 2026,0,0,0,0,0,0,0,0,0,0,-87.2,0,-87.2
BTC,2026-04-23,23 Apr 2026,0,0,0,0,0,0,0,0,0,0,-87.2,0,-87.2
BTC,2026-04-24,24 Apr 2026,0,0,0,0,0,0,0,0,0,0,-87.2,0,-87.2
BTC,2026-04-27,27 Apr 2026,0,0,0,0,0,0,0,0,0,0,-78.1,0,-78.1
BTC,2026-04-28,28 Apr 2026,0,0,0,0,0,0,0,0,0,0,-78.1,0,-78.1
BTC,2026-04-29,29 Apr 2026,0,0,0,0,0,0,0,0,0,0,-78.1,0,-78.1
BTC,2026-04-30,30 Apr 2026,0,0,0,0,0,0,0,0,0,0,-78.1,0,-78.1
BTC,2026-05-01,01 May 2026,0,0,0,0,0,0,0,0,0,0,-78.1,0,-78.1
BTC,2026-05-04,04 May 2026,0,0,0,0,0,0,0,0,0,0,-82.8,0,-82.8
BTC,2026-05-05,05 May 2026,0,0,0,0,0,0,0,0,0,0,-82.8,0,-82.8
BTC,2026-05-06,06 May 2026,0,0,0,0,0,0,0,0,0,0,-82.8,0,-82.8
BTC,2026-05-07,07 May 2026,0,0,0,0,0,0,0,0,0,0,-82.8,0,-82.8
BTC,2026-05-08,08 May 2026,0,0,0,0,0,0,0,0,0,0,-82.8,0,-82.8
BTC,2026-05-11,11 May 2026,0,0,0,0,0,0,0,0,0,0,-85.7,0,-85.7
BTC,2026-05-12,12 May 2026,0,0,0,0,0,0,0,0,0,0,-85.7,0,-85.7
BTC,2026-05-13,13 May 2026,0,0,0,0,0,0,0,0,0,0,-85.7,0,-85.7
BTC,2026-05-14,14 May 2026,0,0,0,0,0,0,0,0,0,0,-85.7,0,-85.7
BTC,2026-05-15,15 May 2026,0,0,0,0,0,0,0,0,0,0,-85.7,0,-85.7
BTC,2026-05-18,18 May 2026,0,0,0,0,0,0,0,0,0,0,-84.9,0,-84.9
BTC,2026-05-19,19 May 2026,0,0,0,0,0,0,0,0,0,0,-84.9,0,-84.9
BTC,2026-05-20,20 May 2026,0,0,0,0,0,0,0,0,0,0,-84.9,0,-84.9
BTC,2026-05-21,21 May 2026,0,0,0,0,0,0,0,0,0,0,-84.9,0,-84.9
BTC,2026-05-22,22 May 2026,0,0,0,0,0,0,0,0,0,0,-84.9,0,-84.9
BTC,2026-05-25,25 May 2026,0,0,0,0,0,0,0,0,0,0,-87.1,0,-87.1
BTC,2026-05-26,26 May 2026,0,0,0,0,0,0,0,0,0,0,-87.1,0,-87.1
BTC,2026-05-27,27 May 2026,0,0,0,0,0,0,0,0,0,0,-87.1,0,-87.1
BTC,2026-05-28,28 May 2026,0,0,0,0,0,0,0,0,0,0,-87.1,0,-87.1
BTC,2026-05-29,29 May 2026,0,0,0,0,0,0,0,0,0,0,-87.1,0,-87.1
BTC,2026-06-01,01 Jun 2026,0,0,0,0,0,0,0,0,0,0,-81.7,0,-81.7
BTC,2026-06-02,02 Jun 2026,0,0,0,0,0,0,0,0,0,0,-81.7,0,-81.7
BTC,2026-06-03,03 Jun 2026,0,0,0,0,0,0,0,0,0,0,-81.7,0,-81.7
BTC,2026-06-04,04 Jun 2026,0,0,0,0,0,0,0,0,0,0,-81.7,0,-81.7
BTC,2026-06-05,05 Jun 2026,0,0,0,0,0,0,0,0,0,0,-81.7,0,-81.7
BTC,2026-06-08,08 Jun 2026,30.9,7,5.2,5.3,0,0,0,1.8,0,2.1,-94.8,0,-42.5
BTC,2026-06-09,09 Jun 2026,96.4,66.3,23.9,29.2,0,1.8,0,6.7,0,5.9,0,12.2,242.4
BTC,2026-06-10,10 Jun 2026,-18.6,13.1,7.3,8.8,0,0,0,3.9,0,3.6,-46.8,14.1,-14.6
BTC,2026-06-11,11 Jun 2026,-30.6,14.8,-1.4,-19.9,0,0,0,-4.4,0,0,-36.7,19.7,-58.5
BTC,2026-06-12,12 Jun 2026,57.7,18,5.2,3.2,0,0,0,1.8,0,0,0,0,85.9
BTC,2026-06-15,15 Jun 2026,66.4,-8.7,0,-6.6,0,-5.8,0,-6.1,0,9.4,-124,10.6,-64.8
BTC,2026-06-16,16 Jun 2026,16.4,4.3,0,0,0,0,0,0,0,1.9,-16.8,4.4,10.2
BTC,2026-06-17,17 Jun 2026,-30.8,14,0,-43.5,-6.4,0,0,-4.1,0,4.1,-15.5,0,-82.2
BTC,2026-06-18,18 Jun 2026,-96.7,0,0,0,0,0,0,-4.4,0,10.4,0,0,-90.7
BTC,2026-06-22,22 Jun 2026,-172,57.4,0,64,0,3.7,0,0,3.4,8.1,-81,48.1,-68.3
BTC,2026-06-23,23 Jun 2026,-182,23,0,31,0,0,0,5.3,0,8.9,0,0,-113.8
BTC,2026-06-24,24 Jun 2026,-239.3,-120.8,-27.5,-50.7,0,0,0,0,0,0,-54.3,23.6,-469
BTC,2026-06-25,25 Jun 2026,-265.7,-274.5,-7.1,-82.1,-53,-6.8,0,-11.7,0,9.2,0,0,-691.7
BTC,2026-06-26,26 Jun 2026,-444.5,0,0,0,0,0,0,0,0,0,0,0,-444.5
BTC,2026-06-29,29 Jun 2026,-300.4,-3.9,0,50,0,0,0,3.8,0,7.3,35.1,-22.9,-231
BTC,2026-06-30,30 Jun 2026,-212.4,-10.2,0,0,0,0,0,0,0,0,0,0,-222.6
BTC,2026-07-01,01 Jul 2026,-219.4,-51,0,-39.9,5.4,3.5,0,2.1,0,29.8,-62.8,36.3,-296
BTC,2026-07-02,02 Jul 2026,-40.4,166,0,91.8,0,0,1.7,4.4,0,0,0,0,223.5
BTC,2026-07-06,06 Jul 2026,0,0,0,0,0,0,0,0,0,0,0,0,0
